Affiliation,Country,count,latitude,longitude
Weizmann Institute of Science Israel,Israel,5,31.9078499,34.81334092
Well Test Knowledge International,Australia,5,-24.7761086,134.755
Wenzhou Medical University,China,5,28.0120905,120.6690854
Wildlife Conservation Society,United States,5,3.8944436,11.5089445
Willamette University,United States,5,44.9355889,-123.0308129
Women's College Hospital,Canada,5,43.66173045,-79.38753923
Wuhan Botanical Garden,China,5,30.5466443,114.4172077
Wuhan University of Technology,China,5,30.608988,114.3514267
Wydzia? Zarz?dzania Uniwersytetu Warszawskiego,Poland,5,52.215933,19.134422
Yamagata University,Japan,5,38.2462459,140.3497439
Yangon General Hospital,Myanmar,5,16.7814422,96.14536199
Zucker Hillside Hospital,United States,5,40.75106745,-73.71092498
A.C.Camargo Cancer Center,Brazil,4,-23.65828125,-46.53534197
A.I. Yevdokimov Moscow State University of Medicine and Dentistry,Russian Federation,4,64.6863136,97.7453061
Abdul Wali Khan University Mardan,Pakistan,4,34.190682,72.036798
Acibadem Mehmet Ali Aydinlar Universitesi,Turkey,4,38.9597594,34.9249653
Adekunle Ajasin University,Nigeria,4,9.6000359,7.9999721
Adelaide Medical School,Australia,4,-34.9216249,138.5914179
"Aga Khan University Hospital, Nairobi",Kenya,4,-1.2618007,36.82386209
Aggeu Magalh?es Institute (IAM),Brazil,4,-10.3333333,-53.2
Aghia Sophia Children's Hospital,Greece,4,38.9953683,21.9877132
Ahfad University for Women,Sudan,4,34.0678644,-102.524362
Aintree University Hospital,United Kingdom,4,53.4657062,-2.934448454
Akademia Ekonomiczno-Humanistyczna w Warszawie,Poland,4,52.2504669,20.9785794
Akershus University Hospital,Norway,4,64.5731537,11.52803644
Albany Medical College,United States,4,42.65412285,-73.77734529
Alberta Health Services,Canada,4,51.1560089,-113.9940641
Alexandria University,Egypt,4,31.2104662,29.9131341
Al-Mustaqbal University College,Iraq,4,26.3372145,43.88804752
American University of Beirut Medical Center,Lebanon,4,40.375713,-76.4626118
American University of Sharjah,United Arab Emirates,4,25.3109001,55.49185049
Amrita Institute of Medical Sciences India,India,4,22.3511148,78.6677428
Amsterdam Institute for Global Health and Development,Netherlands,4,52.2434979,5.6343227
Anhui Medical University,China,4,31.8512134,117.2576393
Aomori Prefectural Industrial Technology Research Center,Japan,4,36.5748441,139.2394179
Apollo Hospitals Group,India,4,22.3511148,78.6677428
Ariel University,Israel,4,32.10443405,35.20527018
"Asian Institute of Medicine, Science &amp; Technology",Malaysia,4,4.5693754,102.2656823
ASL Salerno,Italy,4,40.6093356,14.98750879
"A-Star, Institute of Materials Research and Engineering",Singapore,4,1.357107,103.8194992
"Astrophysique, Instrumentation et Mod?lisation de Paris-Saclay",France,4,46.603354,1.8883335
Athens University of Economics and Business,Greece,4,37.99405265,23.73245923
Azienda Ospedaliero-Universitaria Meyer,Italy,4,42.6384261,12.674297
Azienda USL Toscana Sud Est,Italy,4,43.4710608,11.15077076
Bac Lieu University,Viet Nam,4,9.2916088,105.7124908
Badan Tenaga Nuklir Nasional Indonesia,Indonesia,4,-6.2940627,106.7739955
Bangkok Heart Hospital,Thailand,4,13.74795905,100.583287
Bangkok Nursing Hospital,Thailand,4,14.8971921,100.83273
Barrow Neurological Institute,United States,4,33.4807657,-112.0788312
Bayero University,Nigeria,4,12.0160591,8.5065423
Beijing Sport University,China,4,40.0234917,116.3124421
Belgrade University School of Medicine,Serbia,4,44.02432285,21.07657433
Berliner Institut f?r Gesundheitsforschung,Germany,4,51.1638175,10.4478313
Bernhard Nocht Institut fur Tropenmedizin Hamburg,Germany,4,53.5467804,9.965150336
Beth Israel Deaconess Medical Center,United States,4,42.3397971,-71.10487182
Bio21 Molecular Science and Biotechnology Institute,Australia,4,-24.7761086,134.755
Biotechnology Center of Ho Chi Minh City,Viet Nam,4,15.9266657,107.9650855
"Bishop Heber College, Tiruchirappalli",India,4,10.81567605,78.67334671
"Boehringer Ingelheim Pharmaceuticals, Inc.",United States,4,39.7837304,-100.445882
Bombay Hospital and Medical Research Centre,India,4,18.9230674,72.8275497
Boston Medical Center,United States,4,42.33417195,-71.07464441
British Columbia Cancer Agency,Canada,4,49.2618477,-123.119013
Buriram Hospital,Thailand,4,15.0057823,103.1023453
C.S. Mott Children's Hospital,United States,4,39.7837304,-100.445882
"California State University, East Bay",United States,4,39.7837304,-100.445882
Cambridge University Hospitals NHS Foundation Trust,United Kingdom,4,52.17369755,0.137911979
Cardiff University School of Medicine,United Kingdom,4,51.50819705,-3.191179376
CARIM School for Cardiovascular Disease,Netherlands,4,52.2434979,5.6343227
Carleton University,Canada,4,45.3858581,-75.69500412
CASE School of Medicine,United States,4,39.7837304,-100.445882
Catholic University of Croatia,Croatia,4,45.3658443,15.6575209
Catholic University of Daegu,South Korea,4,36.638392,127.6961188
Central Luzon State University,Philippines,4,15.73523005,120.9367561
Central South University Xiangya School of Medicine,China,4,35.0000663,104.999955
Centre international de Recherche sur le Cancer,France,4,45.72715435,4.82600544
Centre of Excellence in Mathematics,Thailand,4,14.8971921,100.83273
Centro de Astrobiolog?a (CSIC-INTA),Spain,4,39.3260685,-4.8379791
Centro Rosarino de Estudios Perinatales,Argentina,4,-34.9964963,-64.9672817
"Centrum Medyczne Kszta?cenia Podyplomowego, Warszawa",Poland,4,52.28085385,20.94409619
Chaim Sheba Medical Center Israel,Israel,4,32.04718415,34.84520133
Chao Phya Abhaibhubejhr Hospital,Thailand,4,14.8971921,100.83273
Charles Sturt University,Australia,4,-35.0636071,147.3552234
Charoen Pokphand Foods Public Company Limited,Thailand,4,14.8971921,100.83273
Cheng Hsin General Hospital,Taiwan,4,25.1164527,121.5221881
Chengdu University,China,4,30.6490115,104.1785118
China Agricultural University,China,4,40.02522795,116.2745405
Chittagong Medical College,Bangladesh,4,22.35935195,91.8312853
CHU Lille,France,4,50.60422925,3.03506095
Chugoku Central Hospital,Japan,4,36.5748441,139.2394179
Chulabhorn Graduate Institute,Thailand,4,13.88248075,100.579083
Chung-Ang University,South Korea,4,37.5080182,126.9612686
Cibles Th?rapeutiques et Conception de M?dicaments,France,4,46.603354,1.8883335
Claremont Graduate University,United States,4,34.1103852,-117.7175884
CMR Institute of Technology,India,4,12.9666382,77.71163379
Coll?ge de France,France,4,48.8493233,2.3461573
College of the Holy Cross,United States,4,42.23668645,-71.80702484
College of Veterinary Medicine,United States,4,41.75801465,-111.8057578
Community Science and Data Center,United States,4,39.7837304,-100.445882
COMSATS Institute of Information Technology Lahore,Pakistan,4,31.40226085,74.20941558
Copenhagen University Hospital,Denmark,4,55.670249,10.3333283
Cranfield University,United Kingdom,4,52.0701329,-0.628702343
CSIC - Centro de Investigaciones Biol?gicas Margarita Salas (CIB),Spain,4,39.3260685,-4.8379791
CSIC - Instituto de Biomedicina de Valencia (IBV),Spain,4,39.3260685,-4.8379791
CSIC - Instituto de Investigaciones Biomedicas de Barcelona (IIBB),Spain,4,39.3260685,-4.8379791
Cuban Neuroscience Center,Cuba,4,23.0131338,-80.8328748
"Curtin University, Malaysia",Malaysia,4,4.5117513,114.0169987
Cz?stochowa University Of Technology,Poland,4,50.82285235,19.11580733
Danderyds Sjukhus,Sweden,4,59.3909508,18.041963
"Departement Microbiologie, Immunologie en Transplantatie",Belgium,4,50.6402809,4.6667145
Department of Medicine,United States,4,52.1748791,0.1407083
"Department of Physics, Lancaster University",United Kingdom,4,54.7023545,-3.2765753
Dhaka Medical College and Hospital,Bangladesh,4,24.2002962,90.91770236
Dokuz Eyl?l ?niversitesi,Turkey,4,38.366392,27.2172034
Donghua University,China,4,31.206218,121.4105479
Doshisha Women's College of Liberal Arts,Japan,4,36.5748441,139.2394179
Eastman Institute for Oral Health,United States,4,43.1240273,-77.62241318
Egyptian Liver Research Institute and Hospital,Egypt,4,26.2540493,29.2675469
Eijkman Institute for Molecular Biology,Indonesia,4,-6.1979143,106.8468385
Electric Power Research Institute of China,China,4,35.0000663,104.999955
Erasmus MC Cancer Institute,Netherlands,4,52.2434979,5.6343227
Erskine College,United States,4,34.33219835,-82.39299839
"Evidera, USA",United States,4,39.7837304,-100.445882
Faculdade de Ci?ncias e Tecnologia da Universidade Nova de Lisboa,Portugal,4,38.6602924,-9.205052019
"Faculdade de Ci?ncias, Universidade de Lisboa",Portugal,4,38.7563399,-9.156769771
Faculdade Sao Leopoldo Mandic,Brazil,4,-10.3333333,-53.2
Facultad de Ciencias F?sicas y Matem?ticas de la Universidad de Chile,Chile,4,-31.7613365,-71.3187697
Facult? des Sciences Rabat,Morocco,4,34.00734215,-6.838047668
Faculty of Mathematics,United Kingdom,4,44.8000034,20.4848369
Faculty of Veterinary and Agricultural Sciences,Australia,4,-24.7761086,134.755
Fakultn? Nemocnice u Sv. Anny v Brn?,Czech Republic,4,49.7439047,15.3381061
Fatima University Medical Center Manila,Philippines,4,14.6780788,120.9804708
"Federal University of Technology, Akure",Nigeria,4,7.3045349,5.129479273
Feinstein Institutes for Medical Research,United States,4,39.7837304,-100.445882
Ferdowsi University of Mashhad,Iran,4,36.3096482,59.52937277
"Fondazione IRCCS Istituto Nazionale dei Tumori, Milan",Italy,4,42.6384261,12.674297
Foundation Nepal Sitapaila Height,Nepal,4,22.3511148,78.6677428
Foundation Nepal Sitapaila Height,Nepal,4,28.3780464,83.9999901
Friedrich-Schiller-Universit?t Jena,Germany,4,51.4330235,6.8929882
G.B. Pant Hospital India,India,4,11.6753945,92.74740244
"Genentech, Inc",United States,4,39.7837304,-100.445882
General Sir John Kotelawala Defence University,Sri Lanka,4,6.35531135,81.00507955
George Mason University,United States,4,38.83133325,-77.30798839
German Cancer Research Center,Germany,4,51.1638175,10.4478313
Gifu Municipal Hospital,Japan,4,36.5748441,139.2394179
Glass Bridge Company Limited,Thailand,4,14.8971921,100.83273
Google LLC,United States,4,37.4138894,-122.0052325
Government College University Faisalabad,Pakistan,4,31.41578885,73.06887684
Guangzhou University,China,4,23.0446501,113.3631548
Harborview Medical Center,United States,4,47.60430475,-122.3240717
Health and Social Sciences and Addiction Research Unit,Thailand,4,14.8971921,100.83273
Helmholtz Center Munich German Research Center for Environmental Health,Germany,4,51.1638175,10.4478313
Helmholtz-Zentrum Berlin f?r Materialien und Energie (HZB),Germany,4,51.1638175,10.4478313
Henan University of Economics and Law,China,4,34.7843333,113.8136573
Henry Ford Health System,United States,4,42.3635796,-83.0749603
Henry Ford Hospital,United States,4,42.36785215,-83.0855196
"High Energy Accelerator Research Organization, Tsukuba",Japan,4,36.1516751,140.0725669
Hokkaido University Hospital,Japan,4,43.1591804,141.3977532
Home Dot Tech. Co. Ltd.,Thailand,4,14.8971921,100.83273
Hopital Edouard Herriot,France,4,45.7434732,4.882619537
H?pital Necker Enfants Malades,France,4,48.84524735,2.314843864
Horia Hulubei National Institute of Physics and Nuclear Engineering,Romania,4,44.3510994,26.04721224
Hospital Central de Maputo,Mozambique,4,-25.96916865,32.58872482
Hospital Civil de Guadalajara,Mexico,4,20.6876921,-103.3435402
Hospital Cl?nico Universidad De Chile,Chile,4,-23.6596391,-70.39565014
"Hospital for Tropical Diseases, Bangkok",Thailand,4,14.8971921,100.83273
Hospital Materno-Infantil,Spain,4,-15.531264,-70.13147729
Hospital Miguel Servet,Spain,4,41.6353637,-0.9008551
Hospital Privado de Rosario,Argentina,4,-32.96456915,-60.65052292
Hospital Regional Universitario Carlos Haya,Spain,4,36.72312445,-4.449654827
Hospital Sant Joan de D?u Barcelona,Spain,4,41.3843785,2.10193915
Houston Methodist,United States,4,30.0883752,-95.6377703
HSE University,Russian Federation,4,11.1392934,75.878493
Huashan Hospital,China,4,23.4574037,113.2744718
Humanitas University,Italy,4,45.37034255,9.171865012
Humanity and Health Medical Centre,Hong Kong,4,22.350627,114.1849161
Huntsman Cancer Institute,United States,4,40.772555,-111.8347961
Illinois State University,United States,4,40.51799375,-89.00846071
Indian Institute of Science Education and Research Bhopal,India,4,23.2885613,77.27568598
Indraprastha Apollo Hospitals,India,4,28.5408159,77.2835195
"Institut ""Jo?ef Stefan""",Slovenia,4,46.0422141,14.48778596
Institut Curie,France,4,48.84381725,2.345672561
Institut de Recerca contra la Leuc?mia Josep Carreras (IJC),Spain,4,39.3260685,-4.8379791
Institut National Polytechnique de Toulouse,France,4,43.55336105,1.501152268
Institut Paoli-Calmettes,France,4,43.2625038,5.410807564
Institute of Human Virology - Nigeria,Nigeria,4,9.6000359,7.9999721
Institute of Physics of the Czech Academy of Sciences,Czech Republic,4,49.7439047,15.3381061
"Institute of Psychology, Russian Academy of Sciences",Russian Federation,4,64.6863136,97.7453061
Institute of Social and Preventive Medicine,Switzerland,4,46.9558065,7.4358973
Instituto de Biotecnolog?a de la UNAM,Mexico,4,19.4326296,-99.1331785
"Instituto de Ecolog?a, UNAM",Mexico,4,19.4326296,-99.1331785
Instituto de Telecomunica??es,Portugal,4,40.6340366,-8.659929522
Instituto D'Or de Pesquisa e Ensino,Brazil,4,-10.3333333,-53.2
Instituto Mexicano del Seguro Social,Mexico,4,19.4236014,-99.17346283
Instituto Nacional de Pediatr?a,Mexico,4,19.30613,-99.1851961
"International Atomic Energy Agency, Vienna",Austria,4,48.2339406,16.4159904
"International Health Policy Program, Thailand",Thailand,4,14.8971921,100.83273
"International Islamic University, Islamabad",Pakistan,4,33.66361245,73.02663611
IRCCS Fondazione Santa Lucia,Italy,4,42.6384261,12.674297
IRCCS Istituto Nazionale Malattie Infettive Lazzaro Spallanzani,Italy,4,42.6384261,12.674297
Islamic University of Gaza,Palestine,4,31.51373035,34.43982707
"Istituto Nazionale Di Astrofisica, Rome",Italy,4,41.9224381,12.4524264
"Istituto Nazionale di Fisica Nucleare, Sezione di Roma Tor Vergata",Italy,4,42.6384261,12.674297
"Istituto Nazionale Tumori IRCCS - Fondazione G Pascale, Napoli",Italy,4,42.6384261,12.674297
Jamia Millia Islamia,India,4,28.55849025,77.28116474
Jawaharlal Nehru Centre for Advanced Scientific Research,India,4,13.06832255,77.61067737
Jiangxi University of Science and Technology,China,4,28.6708105,115.6976697
Jiaxing University,China,4,35.0000663,104.999955
Jimma University,Ethiopia,4,7.6792877,36.85332475
Jinnah Sindh Medical University,Pakistan,4,24.8509513,67.0454223
John F. Kennedy School of Government,United States,4,42.3715439,-71.122104
John Radcliffe Hospital,United Kingdom,4,51.76411785,-1.218063579
Johns Hopkins University Krieger School of Arts and Sciences,United States,4,39.7837304,-100.445882
K.S.Rangasamy College of Technology,India,4,11.3586742,77.82840481
Kadir Has ?niversitesi,Turkey,4,41.05192895,28.38050774
Kalasin University,Thailand,4,14.8971921,100.83273
Kanchanabhishek Institute of Medical and Public Health Technology,Thailand,4,14.8971921,100.83273
Karpagam Academy of Higher Education,India,4,10.91742715,76.98825923
"Kasturba Medical College, Manipal",India,4,13.35373435,74.78913349
KEM Hospital,India,4,19.0013889,72.8420779
Kent Business School,United Kingdom,4,51.2988936,1.0614823
"Key Lab of Energy Thermal Conversion and Control, Ministry of Education",China,4,35.0000663,104.999955
Khartoum University,Sudan,4,15.61116805,32.54149631
Khesar Gyalpo University of Medical Sciences of Bhutan,Bhutan,4,27.4632932,89.6364266
Khyber Medical University,Pakistan,4,33.98877415,71.43897318
Kindai University School of Medicine,Japan,4,36.5748441,139.2394179
Kinderspital Z?rich,Switzerland,4,47.35159395,8.571105241
King Abdulaziz Medical City - Riyadh,Saudi Arabia,4,24.75264555,46.86343737
King Fahad Medical City,Saudi Arabia,4,24.68809855,46.70488282
King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,4,24.7570759,46.8571896
King's College Hospital NHS Foundation Trust,United Kingdom,4,54.7023545,-3.2765753
Kitasato University Graduate School of Medical Science,Japan,4,36.5748441,139.2394179
"Kosin University, College of Medicine",South Korea,4,36.638392,127.6961188
Kozminski University,Poland,4,52.27150235,21.01396779
Krembil Research Institute,Canada,4,61.0666922,-107.991707
Kuvempu University,India,4,13.73270855,75.62819919
Kwong Wah Hospital,China,4,22.31513105,114.1720769
Kyung Hee Medical Center,South Korea,4,37.5935885,127.0512769
Kyushu University Hospital,Japan,4,33.6082953,130.416985
L??ketieteellinen Tiedekunta,Finland,4,63.2467777,25.9209164
"Laboratoire de Psychologie : Cognition, Comportement, Communication (LP3C)",France,4,46.603354,1.8883335
Laboratoire Hubert Curien UMR CNRS 5516,France,4,46.603354,1.8883335
Laboratory of Biochemistry,Thailand,4,-0.61689935,30.6563819
Landspitali - The National University Hospital of Iceland,Iceland,4,64.9841821,-18.1059013
LBEF Campus,Nepal,4,28.3780464,83.9999901
Lehigh University,United States,4,40.6068028,-75.3782488
Leibniz-Institut f?r Wissensmedien,Germany,4,48.5246575,9.0547112
Li Ka Shing Knowledge Institute,Canada,4,43.6547419,-79.37856721
Lietuvos sveikatos moksl? universitetas,Lithuania,4,54.8943049,23.91635659
Lindenwood University,United States,4,38.5230861,-90.01096
Liverpool Hospital,Australia,4,-33.9202595,150.9306789
Lopburi Cancer Hospital,Thailand,4,14.803914,100.6513699
Ltd,China,4,57.28571537,-2.569745063
Ltd,China,4,57.2857521,-2.5696635
Lule? University of Technology,Sweden,4,65.6182538,22.13830851
Maastricht Universitair Medisch Centrum+,Netherlands,4,52.2434979,5.6343227
M?lardalen University,Sweden,4,59.6749712,14.5208584
Malm? H?gskola,Sweden,4,55.60888525,12.99322249
Manipal Hospital,India,4,12.958565,77.6490355
Massachusetts General Hospital Cancer Center,United States,4,39.7837304,-100.445882
Max Delbruck Center for Molecular Medicine,Germany,4,52.52625865,13.38537651
Max Planck Institute for Biogeochemistry,Germany,4,51.1638175,10.4478313
Max Planck Institute for Infection Biology,Germany,4,52.5249777,13.3755917
Max Planck Institute for Physics (Werner Heisenberg Institute),Germany,4,51.1638175,10.4478313
Max Planck Institute of Molecular Plant Physiology,Germany,4,51.1638175,10.4478313
"Max Rady College of Medicine, University of Manitoba",Canada,4,61.0666922,-107.991707
Medical School of Nanjing University,China,4,35.0000663,104.999955
Medical University of Lublin,Poland,4,52.215933,19.134422
MEF University,Turkey,4,41.1082774,29.00864867
Merchant Marine Training Centre,Thailand,4,14.8971921,100.83273
Merck Animal Health,United States,4,38.58868595,-75.28027658
Mientrung University of Civil Engineering,Viet Nam,4,15.9266657,107.9650855
Mineed Technology,Thailand,4,14.8971921,100.83273
Minist?rio da Sa?de de Mo?ambique,Mozambique,4,-25.9695853,32.5862488
Ministry of Health,Bahrain,4,2.9424432,101.7073031
Ministry of Health,Brunei Darussalam,4,2.9424432,101.7073031
Ministry of Health,Spain,4,2.9424432,101.7073031
Ministry of Health,Israel,4,2.9424432,101.7073031
Ministry of Health Cambodia,Cambodia,4,11.57560305,104.8990869
Ministry of Health Myanmar,Myanmar,4,19.78656955,96.13227693
Ministry of Health of Russian Federation,Russian Federation,4,43.32099275,45.69845107
Ministry of Natural Resources and Environment,Thailand,4,21.0275415,105.782286
Monnet Research Center,Belgium,4,50.6402809,4.6667145
Montclair State University,United States,4,40.86468785,-74.19692132
Moores Cancer Center,United States,4,32.87830305,-117.2227546
Morsani College of Medicine,United States,4,27.94393815,-82.44934151
Musashi University,Japan,4,35.7366447,139.667372
Myanmar Oxford Clinical Research Unit,Myanmar,4,17.1750495,95.9999652
Nakhon Sawan Rajabhat University,Thailand,4,14.8971921,100.83273
Nakhon Si Thammarat Rajabhat University,Thailand,4,8.4637302,99.86045925
Nanjing Agricultural University,China,4,35.0000663,104.999955
Nanjing Drum Tower Hospital,China,4,35.0000663,104.999955
Nanjing Forestry University,China,4,32.08106635,118.811774
Nano3D Biosciences,United States,4,39.7837304,-100.445882
Narayana Health,India,4,12.99040285,77.73357293
"N?rodn? ?stav Du?evn?ho Zdrav?, Klecany",Czech Republic,4,50.1791286,14.41984047
National Cancer Institute,Malaysia,4,45.47499995,9.23136797
National Cancer Institute at Frederick,United States,4,39.7837304,-100.445882
National Center for HIV/AIDS Dermatology and STDs,Cambodia,4,12.5433216,104.8144914
National Center for Nanoscience and Technology Beijing,China,4,35.0000663,104.999955
National Centre for HIV/AIDS,Cambodia,4,12.5433216,104.8144914
National Centre for Nuclear Research,Poland,4,52.12356985,21.34034761
National Hospital Organization Nagoya Medical Center,Japan,4,36.5748441,139.2394179
National Institute for Translational Medicine (INCT-TM,Brazil,4,-10.3333333,-53.2
National Institute of Health Sciences Tokyo,Japan,4,36.5748441,139.2394179
"National Institute of Technology, Kure College",Japan,4,36.5748441,139.2394179
"National Institute of Technology, Kurume College",Japan,4,36.5748441,139.2394179
National Institute of Water and Atmospheric Research,New Zealand,4,-41.30220425,174.8054229
"National Institutes of Biomedical Innovation, Health and Nutrition",Japan,4,36.5748441,139.2394179
National Museums of Scotland,United Kingdom,4,55.97885445,-3.237283327
National Organization for Drug Control and Research Egypt,Egypt,4,26.2540493,29.2675469
National Radio Astronomy Observatory Socorro,United States,4,39.7837304,-100.445882
National Research Institute for Earth Science and Disaster Resilience,Japan,4,36.1244141,140.0921445
National Science Museum,Thailand,4,53.378626,-6.5980788
National Taiwan Ocean University,Taiwan,4,25.14969005,121.7757308
Naturhistoriska riksmuseet,Sweden,4,59.3690466,18.0540033
New Heaven Reef Conservation Program,Thailand,4,14.8971921,100.83273
New Jersey Institute of Technology,United States,4,40.7421254,-74.1790316
Newcastle University Singapore,Singapore,4,1.357107,103.8194992
NFC Institute of Engineering and Fertilizer Research,Pakistan,4,30.3308401,71.247499
NHH Norwegian School of Economics,Norway,4,64.5731537,11.52803644
Nihon University School of Medicine,Japan,4,35.7595187,139.7145748
Nopparat Rajathanee Hospital,Thailand,4,13.81756815,100.6882001
Norfolk and Norwich University Hospitals NHS Foundation Trust,United Kingdom,4,54.7023545,-3.2765753
North Bristol NHS Trust,United Kingdom,4,54.7023545,-3.2765753
Norwich Research Park,United Kingdom,4,52.6217619,1.219037582
"Nuclear Fuel Industries,Ltd.",Japan,4,36.5748441,139.2394179
NYU College of Dentistry,United States,4,40.7387002,-73.97768405
Oak Ridge National Laboratory,United States,4,35.93013315,-84.31193066
Oakland University,United States,4,42.66663325,-83.20655752
Ochanomizu University,Japan,4,35.71874195,139.7311806
Office of Atoms for Peace,Thailand,4,14.8971921,100.83273
Office of the Thai Gynecologic Cancer Society,Thailand,4,14.8971921,100.83273
Ohio Agricultural Research and Development Center,United States,4,40.7808348,-81.9282877
Osaka Metropolitan University Graduate School of Medicine,Japan,4,36.5748441,139.2394179
"Osakidetza, Donostia University Hospital",Spain,4,39.3260685,-4.8379791
Ospedale San Paolo,Italy,4,45.43415665,9.159426509
Osservatorio Astronomico di Padova,Italy,4,45.40198405,11.86881089
Ovidius University of Constanta,Romania,4,45.9852129,24.6859225
PACE Institute of Technology &amp; Sciences,India,4,22.3511148,78.6677428
Pacific Rim Electrophysiology Research Institute,United States,4,14.8971921,100.83273
Pacific Rim Electrophysiology Research Institute,United States,4,39.7837304,-100.445882
Pamela Youde Nethersole Eastern Hospital,China,4,22.2702239,114.2367704
Pamukkale ?niversitesi,Turkey,4,37.73859575,29.09248417
Peking University People's Hospital,China,4,35.0000663,104.999955
Peking University Third Hospital,China,4,39.98098545,116.3538396
Phetchabun Provincial Public Health Office,Thailand,4,14.8971921,100.83273
Philadelphia University,Jordan,4,32.16560965,35.85178622
Phrachomklao Hospital,Thailand,4,14.8971921,100.83273
Phrae Hospital,Thailand,4,18.13545105,100.1462378
Politechnika Krakowska,Poland,4,50.0718835,19.94212298
Praboromarajchanok Institute,Thailand,4,14.8971921,100.83273
Prince Philip Dental Hospital,Hong Kong,4,22.2864901,114.1442525
Queen Elizabeth Hospital,Malaysia,4,22.30901965,114.174388
"Raffles Hospital, Singapore",Singapore,4,1.30113605,103.8571482
Rajamangala University of Technology Lanna,Thailand,4,18.8098088,98.9529599
Ramco Institute of Technology,India,4,9.4827312,77.51399563
"Razi Vaccine &amp; Serum Research Institute, Iran",Iran,4,32.6475314,54.5643516
Research and Information System for Developing Countries (RIS),India,4,22.3511148,78.6677428
Rhodes University,South Africa,4,-33.31401505,26.51603338
RIKEN Center for Integrative Medical Sciences,Japan,4,36.5748441,139.2394179
Ritsumeikan University,Japan,4,34.9813288,135.9626998
Royal College of Surgeons in Ireland,Ireland,4,53.3391564,-6.262701774
Royal College of Surgeons in Ireland Medical University of Bahrain,Bahrain,4,26.030093,50.55333679
Royal Infirmary of Edinburgh,United Kingdom,4,55.9221029,-3.133571818
RUDN University,Russian Federation,4,55.6509317,37.50072676
Rutgers University-Newark Campus,United States,4,39.7837304,-100.445882
Sabanc? ?niversitesi,Turkey,4,40.8927159,29.37863323
Sahlgrenska Universitetssjukhuset,Sweden,4,57.68166865,11.96096848
Samut Sakhon Hospital,Thailand,4,14.8971921,100.83273
San Francisco VA Health Care System,United States,4,39.7837304,-100.445882
San Jose State University,United States,4,37.33519025,-121.8812255
Santa Maria University Hospital,Italy,4,42.6384261,12.674297
Saveetha Institute of Medical and Technical Sciences,India,4,13.0245862,80.015611
SCG,Thailand,4,39.0528866,-28.01298034
School of Biological Sciences,New Zealand,4,1.34461785,103.6792036
School of Business,United States,4,41.805876,-72.25367945
"School of Hotel and Tourism Management, The Hong Kong Polytechnic University",Hong Kong,4,22.350627,114.1849161
School of Life Sciences,United States,4,28.5406265,77.16660703
School of Medicine,China,4,40.77048745,-111.8355754
School of Nursing,United States,4,40.8417528,-73.9403994
Second Military Medical University,China,4,31.30750755,121.5230864
Shaanxi Normal University,China,4,34.15527855,108.8866313
Shanghai Dongfang Hospital,China,4,35.0000663,104.999955
Shoklo Malaria Research Unit,Thailand,4,16.9791407,98.5169406
"Sichuan Yibin Plastic Packaging Materials Co., Ltd.",China,4,35.0000663,104.999955
Sindh Institute of Urology and Transplantation,Pakistan,4,24.8607408,67.01230668
Skidmore College,United States,4,43.09871785,-73.78422856
SMS Medical College,India,4,22.3511148,78.6677428
Somdech Phra Pinkloa Hospital,Thailand,4,14.8971921,100.83273
Soonchunhyang University,South Korea,4,36.76998795,126.9316341
South Australian Health and Medical Research Institute,Australia,4,-34.92125355,138.5896589
South China Normal University,China,4,23.1430206,113.3399583
South East Technological University,Ireland,4,52.25142725,-7.179480349
Southeast Asian Fisheries Development Center,Thailand,4,10.67055255,122.3538275
Southern Methodist University,United States,4,32.84180115,-96.7815281
Srinagarind hospital,Thailand,4,16.4682595,102.8302327
St Thomas' Hospital,United Kingdom,4,51.4993897,-0.118635564
Stanford Healthcare,United States,4,37.4073682,-122.1498969
Starship Children's Health,New Zealand,4,-41.5000831,172.8344077
State Key Laboratory of Estuarine and Coastal Research,China,4,35.0000663,104.999955
State Key Laboratory of Marine Geology,China,4,35.0000663,104.999955
State University of New York Albany,United States,4,42.6840271,-73.82587728
Sukhothai Hospital,Thailand,4,17.010782,99.7960376
Sumy State University,Ukraine,4,50.89120155,34.84128861
Sunpasithiprasong Hospital,Thailand,4,14.8971921,100.83273
SUNY Oswego,United States,4,43.45261465,-76.54290452
Suratthani Hospital,Thailand,4,14.8971921,100.83273
Suratthani Rajabhat University,Thailand,4,14.8971921,100.83273
"Suzhou Institute of Nano-tech and Nano-Bionics, Chinese Academy of Sciences",China,4,35.0000663,104.999955
Swiss National Center for Mycobacteria,Switzerland,4,46.7985624,8.2319736
Taipei City Hospital Taiwan,Taiwan,4,25.0602223,121.4921585
Teagasc - Irish Agriculture and Food Development Authority,Ireland,4,52.865196,-7.9794599
Technische Universit?t Berlin,Germany,4,52.51101585,13.32695414
Tecnologia en Investigacion,Honduras,4,19.44513095,-99.20948604
Teine Keijinkai Hospital,Japan,4,43.1221097,141.2431078
Tel Aviv Sourasky Medical Center,Israel,4,30.8124247,34.8594762
Thai Microelectronics Center (TMEC),Thailand,4,14.8971921,100.83273
Thai Red Cross Rehabilitation Center,Thailand,4,14.8971921,100.83273
The American University of Paris,France,4,48.86157955,2.310659337
